sku,tier,core_seasonal,discontinue_date,us_3pl_on_hand,in_scope_markets
TOWLB-KID-LG-4SET-TECHCLR,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-LG-6SET-EXPYOU,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-LG-6SET-JOYDISC,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-LG-BIKE,C,,2022-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA"
TOWLB-KID-LG-BOAT,C,,2022-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, UK FBA"
TOWLB-KID-LG-BUILDBCH,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-CAMO,C,,2024-08-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, AU FBA"
TOWLB-KID-LG-CHECKOUT,B,Seasonal,2026-08-31,95,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-GVCLUB,A,Seasonal,2026-08-31,103,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-INTOWILD,B,Seasonal,2026-08-31,154,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-JELLY,B,Seasonal,2026-08-31,27,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-KARMCHAM,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-POWPOS,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-RAINB,C,,2023-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, CA FBA"
TOWLB-KID-LG-SANDSTRT,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-SKATER,A,Seasonal,2026-08-31,173,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-LG-TURTROP,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-4SET-CALMCRZY,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-MD-4SET-CHAOS,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-MD-4SET-COOLKID,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-MD-4SET-MTCHMD,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-MD-4SET-TECHCLR,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-MD-6SET-EXPYOU,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-MD-6SET-JOYDISC,C,,2025-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLB-KID-MD-BIKE,C,,2022-07-01,4,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA"
TOWLB-KID-MD-BUILDBCH,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-CAMO,C,,2024-08-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, AU FBA"
TOWLB-KID-MD-CHECKOUT,B,Seasonal,2026-08-31,73,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-GVCLUB,A,Seasonal,2026-08-31,145,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-INTOWILD,B,Seasonal,2026-08-31,153,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-JELLY,B,Seasonal,2026-08-31,83,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-KARMCHAM,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-POWPOS,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-RAINB,C,,2023-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, UK FBA, AU FBA"
TOWLB-KID-MD-SANDSTRT,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-SKATER,A,Seasonal,2026-08-31,179,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-KID-MD-TURTROP,C,Seasonal,2026-07-21,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLB-SUM-LG-SANDSEA,C,Seasonal,2025-12-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, CA FBA"
TOWLB-SUM-X2-UNICN,C,Core,2026-08-26,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, AU FBA"
TOWLB-SUM-XL-PCHSUN,C,Seasonal,2024-12-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA, CA FBA"
TOWLB-SUM-XL-SANDSEA,C,Seasonal,2025-12-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, CA FBA"
TOWLF-ESS-LG-HIBPNK,C,Non-Core,2026-07-01,0,"US FBA"
TOWLF-ESS-LG-LKAQUA,C,Non-Core,2026-07-01,0,"US FBA"
TOWLF-ESS-LG-PLIM,C,Non-Core,2026-07-01,0,"US FBA"
TOWLF-ESS-LG-VLYVIO,C,Non-Core,2026-07-01,0,"US FBA"
TOWLF-ESS-XL-HIBPNK,C,Non-Core,2026-07-01,0,"US FBA"
TOWLF-ESS-XL-LKAQUA,C,Non-Core,2026-07-01,0,"US FBA"
TOWLF-ESS-XL-PLIM,C,Non-Core,2026-07-01,0,"US FBA"
TOWLF-ESS-XL-VLYVIO,C,Non-Core,2026-07-01,0,"US FBA"
TOWLH-CBH-LG-CREAM,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-CBH-LG-FOAM,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-CBH-LG-NAVY,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, EU FBA"
TOWLH-CBH-LG-PINK,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-CBH-SM-FOAM,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLH-CBH-SM-NAVY,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLH-CBH-SM-PINK,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLH-CBH-XL-CREAM,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-CBH-XL-FOAM,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-CBH-XL-NAVY,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, EU FBA"
TOWLH-CBH-XL-PINK,C,Core,2024-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-CLA-LG-WHITE,C,Core,2023-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, UK FBA, AU FBA"
TOWLH-CLA-SM-NAVY,C,Core,2023-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, EU FBA, AU FBA"
TOWLH-CLA-SM-WHITE,C,Core,2023-09-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-CLA-XL-NAVY,C,Core,2023-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, AU FBA"
TOWLH-CLA-XL-WHITE,C,Core,2023-08-31,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-CLB-6SET-PNCHPAIR,C,,2026-08-20,83,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-CLB-LG-4SET-PNCHPAIR,C,,2026-08-20,107,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-CLB-XL-4SET-PNCHPAIR,C,,2026-08-20,97,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-DES-3SET-TIGPALM,C,,2026-08-20,38,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-DES-6SET-TIGPALM,C,,2026-08-20,19,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-DES-LG-TIGPALM,B,Seasonal,2026-08-20,118,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-DES-SM-TIGPALM,B,Seasonal,2026-08-20,38,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-DES-XL-TIGPALM,B,Seasonal,2026-08-20,101,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA, AU FBA"
TOWLH-GEO-LG-PINK,C,,2024-04-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-GEO-XL-PARAD,C,,2024-04-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-GEO-XL-PINK,C,,2024-04-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-GEO-XL-SAGE,C,,2024-04-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, UK FBA, EU FBA"
TOWLH-HID-LG-PINK,C,,2023-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA"
TOWLH-HID-SM-BLUE,C,,2023-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLH-HID-XL-PINK,C,,2023-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA, AU FBA"
TOWLH-RET-LG-CONG,C,,2023-06-23,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL, US FBA"
TOWLH-RET-SM-SAPO,C,,2022-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
TOWLH-RET-SM-SINH,C,,2023-07-01,0,"US 3PL, UK 3PL, EU 3PL, AU 3PL"
WHOLESALE-WATERBOTTLE-DNB,C,,2021-06-30,97,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-BAG-2023,C,,2025-03-31,3,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-BAG-FR-2023,C,,2025-03-31,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-COOL-2023,C,,2025-03-31,76,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-COOL-FR-2023,C,,2025-03-31,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-DOGTWL-2023,C,,2025-03-31,10,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-DOGTWL-FR-2023,C,,2025-03-31,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-HAIRW-2023,C,,2025-08-03,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-HAIRW-FR-2023,C,,2025-08-03,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-HOODT-2023,C,,2023-09-01,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-PICNIC-2023,C,,2025-08-03,74,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-PICNIC-FR-2023,C,,2025-08-03,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-PONCHA-2023,C,,2025-08-03,86,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-PONCHA-FR-2023,C,,2025-08-03,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-PONCHK-2023,C,,2025-08-03,7,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-TOWLB-2023,C,,2025-08-03,99,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-TOWLB-FR-2023,C,,2025-08-03,0,"US 3PL, UK 3PL, EU 3PL"
WS-POS-EASEL-TOWLH-2023,C,,2025-08-03,85,"US 3PL, UK 3PL, EU 3PL"
