Reference,Type,Amount_USD,Date,Paid Status,Market,Production Deposit,Class,Supplier,Direct to Client?,Month,Amount GBP,UK Deposit Ref
"PO-779971",Deposit,3897.81,2023-11-28,TRUE,"OT","P40-UK-XR2",committed,"XR Textile",TRUE,Nov-23,2908.81,"40"
"PO-797673",Deposit,6202.80,2023-11-28,TRUE,"OT","P40-UK-XR2",committed,"XR Textile",TRUE,Nov-23,4628.96,"40"
"PO-797675",Deposit,107.28,2023-11-28,TRUE,"OT","P40-UK-XR2",committed,"XR Textile",TRUE,Nov-23,80.06,"40"
"PO-40CAXR1",Deposit,7153.22,2023-11-30,TRUE,"CA","P40-UK-XR1",committed,"XR Textile",FALSE,Nov-23,5338.22,"40"
"PO-40EUXR1",Deposit,19251.86,2023-11-30,TRUE,"EU","P40-UK-XR1",committed,"XR Textile",FALSE,Nov-23,14367.06,"40"
"PO-40UKXR6",Deposit,1010.40,2023-11-30,TRUE,"UK","P40-UK-XR3",committed,"XR Textile",FALSE,Nov-23,754.03,"40"
"PO-40USXR3",Deposit,22859.28,2023-11-30,TRUE,"US","P40-UK-XR2",committed,"XR Textile",FALSE,Nov-23,17059.16,"40"
"PO-788236",Deposit,23250.88,2023-11-30,TRUE,"OT","P40-UK-XR2",committed,"XR Textile",TRUE,Nov-23,17351.40,"40"
"PO-810786",Deposit,972.38,2023-11-30,TRUE,"OT","P40-UK-XR3",committed,"XR Textile",TRUE,Nov-23,725.66,"40"
"PO-816010",Deposit,3195.00,2023-11-30,TRUE,"OT","P40-UK-XR3",committed,"XR Textile",TRUE,Nov-23,2384.33,"40"
"PO-42UKXR7",Deposit,5191.98,2023-12-08,FALSE,"UK","",committed,"XR Textile",FALSE,Dec-23,3874.61,""
"PO-813031",Deposit,14182.13,2023-12-08,TRUE,"OT","P40-UK-XR3",committed,"XR Textile",TRUE,Dec-23,10583.68,"40"
"PO-40USXR5",Deposit,53.40,2023-12-19,FALSE,"US","",committed,"XR Textile",FALSE,Dec-23,39.85,""
"PO-42UKXR3",Deposit,307.44,2023-12-19,TRUE,"UK","P42-UK-XR1",committed,"XR Textile",FALSE,Dec-23,229.43,"42"
"PO-788237",Deposit,250.55,2023-12-19,TRUE,"OT","P40-UK-JM",committed,"Jinma (Merry)",TRUE,Dec-23,186.98,"40"
"PO-845892",Deposit,711.00,2023-12-19,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Dec-23,530.60,"42"
"PO-843947",Deposit,6250.44,2024-01-09,TRUE,"AU","P42-AU-XR1",committed,"XR Textile",TRUE,Jan-24,4664.51,"42"
"PO-42EUXR1",Deposit,28088.12,2024-01-19,TRUE,"EU","P42-UK-XR1",committed,"XR Textile",FALSE,Jan-24,20961.28,"42"
"PO-42EUXR3",Deposit,1873.44,2024-01-19,TRUE,"EU","P42-UK-XR1",committed,"XR Textile",FALSE,Jan-24,1398.09,"42"
"PO-42UKXR4",Deposit,6434.10,2024-01-23,TRUE,"UK","P42-UK-XR1",committed,"XR Textile",FALSE,Jan-24,4801.57,"42"
"PO-42UKXR6",Deposit,950.40,2024-01-23,TRUE,"UK","P42-UK-XR1",committed,"XR Textile",FALSE,Jan-24,709.25,"42"
"PO-817784",Deposit,676.35,2024-01-23,TRUE,"UK","P42-UK-XR1",committed,"XR Textile",TRUE,Jan-24,504.74,"42"
"PO-827044",Deposit,4074.12,2024-01-23,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Jan-24,3040.39,"42"
"PO-827050",Deposit,3125.16,2024-01-23,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Jan-24,2332.21,"42"
"PO-845899",Deposit,1971.67,2024-01-23,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Jan-24,1471.40,"42"
"PO-845926",Deposit,2443.08,2024-01-23,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Jan-24,1823.19,"42"
"PO-864113",Deposit,1634.88,2024-01-23,TRUE,"UK","P42-UK-XR1",committed,"XR Textile",TRUE,Jan-24,1220.06,"42"
"PO-42CAXR1",Deposit,1335.18,2024-01-24,TRUE,"CA","P42-UK-XR1",committed,"XR Textile",FALSE,Jan-24,996.40,"42"
"PO-871626",Deposit,8687.04,2024-01-24,TRUE,"OT","P42-UK-XR1",committed,"XR Textile",TRUE,Jan-24,6482.87,"42"
"PO-858131",Deposit,756.00,2024-01-30,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Jan-24,564.18,"42"
"PO-858141",Deposit,4716.00,2024-01-30,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Jan-24,3519.40,"42"
"PO-883742",Deposit,2371.14,2024-01-30,TRUE,"OT","P42-UK-XR2",committed,"XR Textile",TRUE,Jan-24,1769.51,"42"
"PO-42UKXR1",Deposit,41156.52,2024-02-01,TRUE,"UK","P42-UK-XR1",committed,"XR Textile",FALSE,Feb-24,30713.82,"42"
"PO-42UKXR5",Deposit,18289.44,2024-02-01,TRUE,"UK","P42-UK-XR1",committed,"XR Textile",FALSE,Feb-24,13648.84,"42"
"PO-42USXR1",Deposit,36666.60,2024-02-06,TRUE,"US","P42-UK-XR2",committed,"XR Textile",FALSE,Feb-24,27363.13,"42"
"PO-902814",Deposit,0.00,2024-02-06,FALSE,"OT","P42-UK-XR4",committed,"XR Textile",TRUE,Feb-24,0.00,"42"
"PO-42UKXR2",Deposit,9591.60,2024-03-08,TRUE,"UK","P42-UK-XR2",committed,"XR Textile",FALSE,Mar-24,7157.91,"42"
"PO-42USXR-FBA-1",Deposit,15168.00,2024-03-08,TRUE,"US","P42-UK-XR4",committed,"XR Textile",FALSE,Mar-24,11319.40,"42"
"PO-42USXR2",Deposit,26003.70,2024-03-08,TRUE,"US","P42-UK-XR3",committed,"XR Textile",FALSE,Mar-24,19405.75,"42"
"PO-40AUWK1",Deposit,0.00,2024-03-14,TRUE,"AU","P40-UK-WE1",committed,"Weireken",FALSE,Mar-24,0.00,"40"
"PO-40CAWK1",Deposit,291.23,2024-03-14,TRUE,"CA","P40-UK-WE1",committed,"Weireken",FALSE,Mar-24,217.34,"40"
"PO-40EUWK1",Deposit,929.93,2024-03-14,TRUE,"EU","P40-UK-WE1",committed,"Weireken",FALSE,Mar-24,693.98,"40"
"PO-40UKWK1",Deposit,3733.72,2024-03-14,TRUE,"UK","P40-UK-WE1",committed,"Weireken",FALSE,Mar-24,2786.36,"40"
"PO-40USWK1",Deposit,3370.13,2024-03-14,TRUE,"US","P40-UK-WE1",committed,"Weireken",FALSE,Mar-24,2515.02,"40"
"PO-43UKXR1",Deposit,43057.68,2024-04-04,TRUE,"UK","P43-UK-XR1",committed,"XR Textile",FALSE,Apr-24,32132.60,"43"
"PO-42AUXR1",Deposit,0.00,2024-04-11,TRUE,"AU","P42-AU-XR1",committed,"XR Textile",FALSE,Apr-24,0.00,"42"
"PO-43AUXR1",Deposit,0.00,2024-04-11,TRUE,"AU","P43-UK-XR3",committed,"XR Textile",FALSE,Apr-24,0.00,"43"
"PO-43UKXR5",Deposit,39352.80,2024-04-11,TRUE,"UK","P43-UK-XR3",committed,"XR Textile",FALSE,Apr-24,29367.76,"43"
"PO-43UKXR6",Deposit,2595.60,2024-04-11,TRUE,"UK","P43-UK-XR3",committed,"XR Textile",FALSE,Apr-24,1937.01,"43"
"PO-43USXR1",Deposit,37008.66,2024-04-11,TRUE,"US","P43-UK-XR1",committed,"XR Textile",FALSE,Apr-24,27618.40,"43"
"PO-929066",Deposit,934.45,2024-04-11,TRUE,"OT","P43-UK-XR3",committed,"XR Textile",TRUE,Apr-24,697.35,"43"
"PO-928999",Deposit,14626.86,2024-04-19,TRUE,"OT","P43-UK-XR3",committed,"XR Textile",TRUE,Apr-24,10915.57,"43"
"PO-43UKXR4",Deposit,952.20,2024-04-30,TRUE,"UK","P43-UK-XR3",committed,"XR Textile",FALSE,Apr-24,710.60,"43"
"PO-43USXR2",Deposit,377.28,2024-04-30,TRUE,"US","P43-UK-XR2",committed,"XR Textile",FALSE,Apr-24,281.55,"43"
"PO-931181",Deposit,375.75,2024-04-30,TRUE,"OT","P43-UK-XR3",committed,"XR Textile",TRUE,Apr-24,280.41,"43"
"PO-940333",Deposit,470.70,2024-04-30,TRUE,"OT","P43-UK-XR3",committed,"XR Textile",TRUE,Apr-24,351.27,"43"
"PO-43EUXR1",Deposit,12506.52,2024-05-06,TRUE,"EU","P43-UK-XR2",committed,"XR Textile",FALSE,May-24,9333.22,"43"
"PO-43UKXR2",Deposit,42683.40,2024-05-06,TRUE,"UK","P43-UK-XR2",committed,"XR Textile",FALSE,May-24,31853.28,"43"
"PO-43UKXR3",Deposit,18860.09,2024-05-06,TRUE,"UK","P43-UK-XR2",committed,"XR Textile",FALSE,May-24,14074.69,"43"
"PO-949875A",Deposit,361.53,2024-05-06,TRUE,"OT","P43-UK-XR3",committed,"XR Textile",TRUE,May-24,269.80,"43"
"PO-44CAXR1",Deposit,0.00,2024-05-08,FALSE,"CA","P44-UK-XR1",committed,"XR Textile",FALSE,May-24,0.00,"44"
"PO-929002",Deposit,793.94,2024-05-10,TRUE,"OT","P43-UK-XR3",committed,"XR Textile",TRUE,May-24,592.49,"43"
"PO-44UKXR4",Deposit,0.00,2024-05-17,FALSE,"UK","P44-UK-XR1",committed,"XR Textile",FALSE,May-24,0.00,"44"
"PO-1007747",Deposit,0.00,2024-06-04,FALSE,"OT","P44-UK-XR1",committed,"XR Textile",TRUE,Jun-24,0.00,"44"
"PO-44AUXR1",Deposit,0.00,2024-06-04,FALSE,"OT","P44-UK-XR1",committed,"XR Textile",TRUE,Jun-24,0.00,"44"
"PO-44UKXR9",Deposit,0.00,2024-06-04,FALSE,"OT","P44-UK-XR1",committed,"XR Textile",TRUE,Jun-24,0.00,"44"
"PO-44UKXR10",Deposit,1803.00,2024-06-18,TRUE,"UK","P44-UK-XR1",committed,"XR Textile",FALSE,Jun-24,1345.52,"44"
"PO-44UKXR3",Deposit,26631.47,2024-06-20,TRUE,"UK","P44-UK-XR1",committed,"XR Textile",FALSE,Jun-24,19874.23,"44"
"PO-44UKXR1",Deposit,37387.71,2024-06-28,TRUE,"UK","P44-UK-XR1",committed,"XR Textile",FALSE,Jun-24,27901.28,"44"
"PO-44USXR1",Deposit,37850.61,2024-06-28,TRUE,"US","P44-UK-XR1",committed,"XR Textile",FALSE,Jun-24,28246.72,"44"
"PO-965285",Deposit,699.51,2024-06-28,TRUE,"OT","P44-UK-XR1",committed,"XR Textile",TRUE,Jun-24,522.02,"44"
"PO-44AUXR2A",Deposit,0.00,2024-07-01,FALSE,"AU","",committed,"XR Textile",FALSE,Jul-24,0.00,""
"PO-44EUXR1",Deposit,3532.98,2024-07-05,TRUE,"EU","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,2636.55,"44"
"PO-44UKXR2",Deposit,33760.23,2024-07-05,TRUE,"UK","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,25194.20,"44"
"PO-45USXR2",Deposit,0.00,2024-07-08,FALSE,"US","",committed,"XR Textile",FALSE,Jul-24,0.00,""
"PO-1006098",Deposit,485.10,2024-07-12,TRUE,"OT","P44-UK-XR1",committed,"XR Textile",TRUE,Jul-24,362.01,"44"
"PO-44USXR2",Deposit,15437.97,2024-07-12,TRUE,"US","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,11520.87,"44"
"PO-44USXR5",Deposit,2401.85,2024-07-12,TRUE,"US","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,1792.43,"44"
"PO-45UKXR3",Deposit,711.18,2024-07-12,TRUE,"UK","P45-UK-XR1",committed,"XR Textile",FALSE,Jul-24,530.73,"45"
"PO-15196526",Deposit,0.00,2024-07-19,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Jul-24,0.00,"45"
"PO-15250608",Deposit,0.00,2024-07-19,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Jul-24,0.00,"45"
"PO-15250621",Deposit,0.00,2024-07-19,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Jul-24,0.00,"45"
"PO-15250628",Deposit,0.00,2024-07-19,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Jul-24,0.00,"45"
"PO-44UKXR5",Deposit,687.63,2024-07-24,TRUE,"UK","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,513.16,"44"
"PO-44USXR3",Deposit,2440.73,2024-07-24,TRUE,"US","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,1821.44,"44"
"PO-44CAXR2",Deposit,635.52,2024-07-26,TRUE,"CA","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,474.27,"44"
"PO-44EUXR2",Deposit,1136.10,2024-07-26,TRUE,"EU","P44-UK-XR1",committed,"XR Textile",FALSE,Jul-24,847.84,"44"
"PO-1096475",Deposit,0.00,2024-07-31,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Jul-24,0.00,"45"
"PO-1018048",Deposit,1515.14,2024-08-05,TRUE,"OT","P44-UK-XR1",committed,"XR Textile",TRUE,Aug-24,1130.70,"44"
"PO-1116521",Deposit,0.00,2024-08-14,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Aug-24,0.00,"45"
"PO-1116534",Deposit,0.00,2024-08-14,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Aug-24,0.00,"45"
"PO-1124835",Deposit,0.00,2024-08-20,FALSE,"OT","P47-UK-XR1",committed,"XR Textile",TRUE,Aug-24,0.00,"47"
"PO-1124845",Deposit,0.00,2024-08-20,FALSE,"OT","P47-UK-XR1",committed,"XR Textile",TRUE,Aug-24,0.00,"47"
"PO-1125121",Deposit,0.00,2024-08-20,FALSE,"OT","P47-UK-XR1",committed,"XR Textile",TRUE,Aug-24,0.00,"47"
"PO-45AUXR1",Deposit,19120.67,2024-08-23,TRUE,"AU","P45-AU-XR1",committed,"XR Textile",FALSE,Aug-24,14269.16,"45"
"PO-45UKXR5",Deposit,0.00,2024-08-23,FALSE,"UK","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,0.00,"45"
"PO-45UKXR7",Deposit,8040.92,2024-08-23,FALSE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Aug-24,6000.69,"46"
"PO-46UKXR2",Deposit,0.00,2024-08-23,FALSE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Aug-24,0.00,"46"
"PO-46USXR9",Deposit,0.00,2024-08-23,FALSE,"US","",committed,"XR Textile",FALSE,Aug-24,0.00,""
"PO-45CAXR1",Deposit,1322.31,2024-08-26,TRUE,"CA","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,986.80,"45"
"PO-45USXR1",Deposit,19254.59,2024-08-26,TRUE,"US","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,14369.10,"45"
"PO-1096471",Deposit,682.50,2024-08-27,TRUE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Aug-24,509.33,"45"
"PO-45EUXR1",Deposit,9958.56,2024-08-27,TRUE,"EU","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,7431.76,"45"
"PO-45UKXR4",Deposit,2519.52,2024-08-27,TRUE,"UK","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,1880.24,"45"
"PO-45UKXR6",Deposit,2065.65,2024-08-27,TRUE,"UK","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,1541.53,"45"
"PO-45USXR3",Deposit,1579.80,2024-08-27,TRUE,"US","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,1178.96,"45"
"PO-1133182A",Deposit,0.00,2024-08-28,FALSE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Aug-24,0.00,"45"
"PO-45UKXR1",Deposit,25271.98,2024-08-28,TRUE,"UK","P45-UK-XR1",committed,"XR Textile",FALSE,Aug-24,18859.69,"45"
"PO-1139614",Deposit,0.00,2024-09-02,FALSE,"OT","",committed,"XR Textile",TRUE,Sep-24,0.00,""
"PO-45AUXR2",Deposit,6815.61,2024-09-03,TRUE,"AU","P45-AU-XR1",committed,"XR Textile",FALSE,Sep-24,5086.28,"45"
"PO-45AUXR3",Deposit,6676.97,2024-09-03,TRUE,"AU","P45-AU-XR1",committed,"XR Textile",FALSE,Sep-24,4982.81,"45"
"PO-46UKXR11",Deposit,0.00,2024-09-08,FALSE,"UK","",committed,"XR Textile",FALSE,Sep-24,0.00,""
"PO-46UKXR4",Deposit,32961.95,2024-09-08,FALSE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,24598.47,"46"
"PO-46UKXR5",Deposit,35647.64,2024-09-08,FALSE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,26602.72,"46"
"PO-46UKXR6",Deposit,0.00,2024-09-08,FALSE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,0.00,"46"
"PO-46UKXR7",Deposit,0.00,2024-09-08,FALSE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,0.00,"46"
"PO-46UKXR9A",Deposit,0.00,2024-09-08,FALSE,"UK","",committed,"XR Textile",FALSE,Sep-24,0.00,""
"PO-46USXR3",Deposit,0.00,2024-09-08,FALSE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,0.00,"46"
"PO-46USXR4",Deposit,0.00,2024-09-08,FALSE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,0.00,"46"
"PO-46USXR5",Deposit,0.00,2024-09-08,FALSE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,0.00,"46"
"PO-46USXR6",Deposit,23240.84,2024-09-08,FALSE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,17343.91,"46"
"PO-46USXR7A",Deposit,0.00,2024-09-08,FALSE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,0.00,"46"
"PO-46USXR8A",Deposit,0.00,2024-09-08,FALSE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Sep-24,0.00,"46"
"PO-1149762",Deposit,0.00,2024-09-12,FALSE,"OT","P47-UK-XR1",committed,"XR Textile",TRUE,Sep-24,0.00,"47"
"PO-1149767",Deposit,9996.91,2024-09-12,FALSE,"OT","P47-UK-XR1",committed,"XR Textile",FALSE,Sep-24,7460.38,"47"
"PO-1153011",Deposit,1440.36,2024-09-17,FALSE,"OT","P47-UK-XR1",committed,"XR Textile",TRUE,Sep-24,1074.90,"47"
"PO-1098037A",Deposit,4335.00,2024-09-27,TRUE,"OT","P45-UK-FY1",committed,"Shaoxing Fengying (Belinda)",TRUE,Sep-24,3235.07,"45"
"PO-1054227",Deposit,540.73,2024-10-01,TRUE,"OT","P45-UK-XR1",committed,"XR Textile",TRUE,Oct-24,403.53,"45"
"PO-1161249",Deposit,3744.00,2024-10-03,FALSE,"OT","P46-UK-XR1",committed,"XR Textile",TRUE,Oct-24,2794.03,"46"
"PO-46UKBL1",Deposit,2725.92,2024-10-10,FALSE,"UK","",committed,"Ballast",FALSE,Oct-24,2034.27,""
"PO-46USBL1",Deposit,681.48,2024-10-10,FALSE,"US","",committed,"Ballast",FALSE,Oct-24,508.57,""
"PO-1164498",Deposit,0.00,2024-10-11,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1164500",Deposit,0.00,2024-10-11,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1164502",Deposit,0.00,2024-10-11,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-46UKXR8",Deposit,1152.00,2024-10-14,TRUE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Oct-24,859.70,"46"
"PO-1166125",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1166126",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167686",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167690",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167693",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167694",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167695",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167696",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167702",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167703",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167704",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167705",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167706",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1167710",Deposit,0.00,2024-10-18,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,0.00,""
"PO-1172086",Deposit,605.63,2024-10-25,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,451.96,""
"PO-1172397",Deposit,1416.00,2024-10-26,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,1056.72,""
"PO-1181729",Deposit,436.50,2024-10-26,FALSE,"OT","",committed,"XR Textile",TRUE,Oct-24,325.75,""
"PO-46UKXR17",Deposit,0.00,2024-10-29,FALSE,"UK","",committed,"XR Textile",FALSE,Oct-24,0.00,""
"PO-46UKXR10",Deposit,0.00,2024-10-31,FALSE,"UK","",committed,"XR Textile",FALSE,Oct-24,0.00,""
"PO-1149772",Deposit,1167.25,2024-11-01,TRUE,"OT","P46-UK-SP1",committed,"Spectas",FALSE,Nov-24,871.08,"46"
"PO-1176240A",Deposit,3137.13,2024-11-01,TRUE,"OT","P46-UK-SP1",committed,"Spectas",FALSE,Nov-24,2341.14,"46"
"PO-46CASP1A",Deposit,826.71,2024-11-01,TRUE,"CA","P46-UK-SP1",committed,"Spectas",FALSE,Nov-24,616.95,"46"
"PO-46EUSP1A",Deposit,826.71,2024-11-01,TRUE,"EU","P46-UK-SP1",committed,"Spectas",FALSE,Nov-24,616.95,"46"
"PO-46UKSP1A",Deposit,1778.91,2024-11-01,TRUE,"UK","P46-UK-SP1",committed,"Spectas",FALSE,Nov-24,1327.54,"46"
"PO-46USSP1A",Deposit,5581.80,2024-11-01,TRUE,"US","P46-UK-SP1",committed,"Spectas",FALSE,Nov-24,4165.52,"46"
"PO-46CAXR1",Deposit,34771.92,2024-11-04,TRUE,"CA","P46-UK-XR1",committed,"XR Textile",FALSE,Nov-24,25949.19,"46"
"PO-46AUWK1",Deposit,904.80,2024-11-08,FALSE,"AU","P46-UK-WK2",committed,"Weireken",FALSE,Nov-24,675.22,"46"
"PO-46UKWK2",Deposit,0.00,2024-11-08,FALSE,"UK","P46-UK-WK2",committed,"Weireken",TRUE,Nov-24,0.00,"46"
"PO-46UKXR12",Deposit,0.00,2024-11-08,FALSE,"UK","",committed,"XR Textile",FALSE,Nov-24,0.00,""
"PO-46USWK2",Deposit,0.00,2024-11-08,FALSE,"US","P46-UK-WK2",committed,"Weireken",TRUE,Nov-24,0.00,"46"
"PO-46AUXR1",Deposit,0.00,2024-11-11,FALSE,"AU","",committed,"XR Textile",FALSE,Nov-24,0.00,""
"PO-46EUXR4A",Deposit,21550.19,2024-11-12,FALSE,"EU","",committed,"XR Textile",FALSE,Nov-24,16082.23,""
"PO-46USXR2",Deposit,34767.65,2024-11-13,TRUE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Nov-24,25946.01,"46"
"PO-1143448",Deposit,5054.26,2024-11-19,TRUE,"OT","P47-UK-XR1",committed,"XR Textile",TRUE,Nov-24,3771.84,"47"
"PO-1143455",Deposit,3322.43,2024-11-19,TRUE,"OT","P47-UK-XR1",committed,"XR Textile",TRUE,Nov-24,2479.43,"47"
"PO-46EUXR2",Deposit,23788.44,2024-11-21,TRUE,"EU","P46-UK-XR1",committed,"XR Textile",FALSE,Nov-24,17752.57,"46"
"PO-46USXR1",Deposit,36576.56,2024-11-21,TRUE,"US","P46-UK-XR1",committed,"XR Textile",FALSE,Nov-24,27295.94,"46"
"PO-1124844",Deposit,162.60,2024-11-26,TRUE,"OT","P46-UK-WK2",committed,"Weireken",TRUE,Nov-24,121.34,"46"
"PO-1143454",Deposit,162.60,2024-11-26,TRUE,"OT","P46-UK-WK2",committed,"Weireken",TRUE,Nov-24,121.34,"46"
"PO-1149771",Deposit,223.92,2024-11-26,TRUE,"OT","P46-UK-WK2",committed,"Weireken",FALSE,Nov-24,167.10,"46"
"PO-1167757",Deposit,68.69,2024-11-26,TRUE,"OT","P46-UK-WK2",committed,"Weireken",TRUE,Nov-24,51.26,"46"
"PO-46EUWK1",Deposit,1318.60,2024-11-26,TRUE,"EU","P46-UK-WK1",committed,"Weireken",FALSE,Nov-24,984.03,"46"
"PO-46UKWK1",Deposit,6467.58,2024-11-26,TRUE,"UK","P46-UK-WK1",committed,"Weireken",FALSE,Nov-24,4826.55,"46"
"PO-46USWK1A",Deposit,6193.47,2024-11-26,TRUE,"US","P46-UK-WK3",committed,"Weireken",FALSE,Nov-24,4621.99,"46"
"PO-1227276",Deposit,52.05,2024-11-27,FALSE,"US","",committed,"Weireken",TRUE,Nov-24,38.84,""
"PO-1227284",Deposit,49.44,2024-11-27,FALSE,"UK","",committed,"Weireken",TRUE,Nov-24,36.90,""
"PO-46AUWK2",Deposit,0.00,2024-11-27,FALSE,"AU","",committed,"Weireken",FALSE,Nov-24,0.00,""
"PO-46AUXR2",Deposit,0.00,2024-11-27,FALSE,"AU","",committed,"XR Textile",FALSE,Nov-24,0.00,""
"PO-46CAWK1",Deposit,1055.70,2024-11-27,TRUE,"CA","P46-UK-WK1",committed,"Weireken",FALSE,Nov-24,787.84,"46"
"PO-46UKXR1",Deposit,38741.80,2024-11-27,TRUE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Nov-24,28911.79,"46"
"PO-1255004",Deposit,0.00,2024-11-30,FALSE,"OT","",committed,"XR Textile",TRUE,Nov-24,0.00,""
"PO-46UKXR3",Deposit,32457.19,2024-12-03,TRUE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Dec-24,24221.78,"46"
"PO-46EUXR1",Deposit,8590.42,2024-12-04,TRUE,"EU","P46-UK-XR1",committed,"XR Textile",FALSE,Dec-24,6410.76,"46"
"PO-1171974",Deposit,0.00,2024-12-10,FALSE,"OT","",committed,"XR Textile",FALSE,Dec-24,0.00,""
"PO-1212121",Deposit,450.00,2024-12-10,FALSE,"OT","",committed,"XR Textile",TRUE,Dec-24,335.82,""
"PO-46CAWK2",Deposit,1234.64,2024-12-18,TRUE,"US","P46-UK-WK1",committed,"Weireken",FALSE,Dec-24,921.37,"46"
"PO-46EUWK2",Deposit,391.50,2024-12-18,TRUE,"UK","P46-UK-WK3",committed,"Weireken",FALSE,Dec-24,292.16,"46"
"PO-46UKWK3",Deposit,2170.51,2024-12-18,TRUE,"UK","P46-UK-WK2",committed,"Weireken",FALSE,Dec-24,1619.78,"46"
"PO-46USWK3",Deposit,1472.94,2024-12-18,TRUE,"US","P46-UK-WK3",committed,"Weireken",FALSE,Dec-24,1099.21,"46"
