PO,Supplier,Status,progress,ship_status,Start date,End date,prod_end_src,Ship date,ship_src,Delivery date,delivery_src,Completion date,delivery_master_po,end_override,ship_override,delivery_override,is_master,flexport_reference,flex_id,Value (est),value_from_lines,final_invoice,is_final,Value,start_pct,completion_pct,balance_pct,start_dep,completion,balance_owing,credit_amount,start_calc,start_assigned,Deposit paid date,completion_calc,completion_assigned,Completion payment date,balance_1_amount,balance_1_date,balance_2_amount,balance_2_date,catch_up,deposit_avail,deposit_fx,notes,start_due,completion_due,balance_due,final_payment_due,credit_days,credit_type,Deposit ref,shipment,ship_mode,ship_carrier,ship_carrier_ref,client,client_requirements,sales_order_ref,client_po_ref,client_deadline,asn_numbers,supplier_confirmed,supplier_confirmed_by,approved_lines,dispatch_order_ref,final_delivery_address,crossdock_skus,dtc_custom,dtc_key_account,forwarder_name,forwarder_email,forwarder_phone,pack_polybags,pack_polybags_notes,pack_dnb_barcodes,pack_dnb_barcodes_notes,pack_rfid_barcodes,pack_rfid_barcodes_notes,pack_dnb_carton,pack_dnb_carton_notes,pack_client_carton,pack_client_carton_notes,pack_pallet_notes,pack_other_notes,dtc_accepted_at,dtc_accepted_by,Ship to,country_src,country_override,Branch,erp,Production #,Batch,require_confirmation,starred,erp_pending,erp_in,erp_total,erp_final_delivery,erp_po_id,erp_present,erp_date_pending,production_status,prod_confirmed_age,is_late,unassigned_shipment,payment_overdue,is_production,Pallets,likely_start,likely_completion,likely_balance_1,likely_balance_2,sup_invoice_pending,sup_completion_pending,unread_notes,orderplan_unconfirmed,container_size,est_freight,freight_src,flex_quote,sea_tiers,est_duty,est_tax,tax_pct,landed_total
PO-56AUWK1,Weireken,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-08-04,calc,2026-08-11,,2026-06-30,,,false,,,7915.6000,true,,false,7915.60,30.00,0,70.00,2374.68,0,5540.92,0.00,2374.68,,,0,,,,,,,0.00,11709.76,,,2026-04-24,,2026-08-06,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,AU,M,AU,AU Coghlans,PO-56AUWK1,56,56.0526,true,false,0,9,9,2026-08-11,1690842,true,0,,,false,true,false,true,1.5,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",395.78,831.14,10,9142.52
PO-56AUWK4-BUNDLE,Weireken,PRODUCTION,in_progress,,2026-05-27,2026-07-26,M,2026-08-02,calc,2026-08-02,calc,2026-08-09,,2026-07-26,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,11709.76,,Glow Getaway Stock to be sent to Lixin,,,2026-08-02,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-56AUWK4-BUNDLE,56,56.0526,true,false,0,0,0,,,false,0,,,false,false,false,true,,,,,,,,0,0,,,,,,0.00,0.00,,0.00
PO-56AUXR1,XR Textile,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-06-16,FLEX,2026-07-13,FLEX,2026-07-20,,2026-06-30,,,true,,FLEX-3952944,48201.6000,true,,false,48201.60,30.00,20.00,50.00,8064.08,16036.72,24100.80,0.00,14460.48,,,16036.72,,,,,,,6396.40,8064.08,,,2026-04-24,2026-06-30,2026-09-11,,60,on_clearance,P56-AU-XR1,PO-56AUXR1,sea,FLEXPORT,FLEX-3952944,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,AU,M,AU,AU Coghlans,PO-56AUXR1,56,56.0526,true,false,0,46,47,2026-07-21,1690843,true,0,,,true,true,true,true,9.0,,,,,,,0,0,,0.00,FLEX,0.00,"[object Object],[object Object],[object Object]",2410.08,5061.17,10,55672.85
PO-56EULX1,Lixin,PRODUCTION,in_progress,Planned,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-15,calc,2026-09-22,,2026-06-30,,,true,,,24387.3200,true,,false,24387.32,30.00,20.00,50.00,7316.20,4877.46,12193.66,0.00,7316.20,,,4877.46,,,,,,,0.00,73646.90,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-04-24,2026-06-30,2026-12-14,,90,on_clearance,P56-UK-LX1,PO-56EULX1,sea,FLEXPORT,FLEX-4000641,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-56EULX1,56,56.0526,true,false,0,74,74,2026-09-13,1690836,true,1,,,false,false,true,true,4.7,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",2926.48,5462.76,20,32776.56
PO-56EULX2-BUNDLE,Lixin,PRODUCTION,in_progress,,2026-06-02,2026-08-01,M,2026-08-08,calc,,,,,2026-08-01,,,false,,,13782.6200,true,,false,13782.62,30.00,20.00,50.00,4134.79,2756.52,6891.31,0.00,4134.79,,,2756.52,,,,,,,0.00,73646.90,,Glow Getaway Stock,2026-06-02,2026-08-01,,,90,on_clearance,P56-UK-LX1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,Manufacturing,PO-56EULX2-BUNDLE,56,56.0526,true,false,0,0,4,,,false,0,,,,false,,true,0.8,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",1653.91,3087.31,20,18523.84
PO-56EUMQ1,MQ Print (Sherry),PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-15,calc,2026-09-22,,2026-06-30,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,,,"Pallet Labels Required

Max Pallet Height 1.5m",,,2026-07-07,,0,on_shipment,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-56EUMQ1,56,56.0526,true,false,0,0,0,,,false,0,,,false,true,false,true,,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,20,0.00
PO-56EUWK1,Weireken,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-15,calc,2026-09-22,,2026-06-30,,,false,,,810.0000,true,,false,810.00,30.00,0,70.00,243.00,0,567.00,0.00,243.00,,,0,,,,,,,0.00,11709.76,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-04-24,,2026-08-06,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-56EUWK1,56,56.0526,true,false,0,2,2,2026-09-14,1690837,true,1,,,false,true,false,true,0.0,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",97.20,181.44,20,1088.64
PO-56EUWK4-BUNDLE,Weireken,PRODUCTION,in_progress,,2026-05-27,2026-07-26,M,2026-08-02,calc,2026-08-02,calc,2026-08-09,,2026-07-26,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,11709.76,,Glow Getaway Stock to be sent to Lixin,,,2026-08-02,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-56EUWK4-BUNDLE,56,56.0526,true,false,0,0,0,,,false,0,,,false,false,false,true,,,,,,,,0,0,,,,,,0.00,0.00,,0.00
PO-56EUXR1,XR Textile,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-06-24,FLEX,2026-08-18,FLEX,2026-08-25,,2026-06-30,,,true,,FLEX-3964528,26821.7000,true,26821.70,true,26821.70,30.00,20.00,50.00,8046.51,5364.34,13410.85,0.00,8046.51,,,5364.34,,,,,,,0.00,33506.23,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-04-24,2026-06-30,2026-10-17,,60,on_clearance,P56-UK-XR1,PO-56EUXR1,sea,FLEXPORT,FLEX-3964528,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-56EUXR1,56,56.0526,true,false,0,63,63,2026-08-25,1690838,true,0,,,false,true,true,true,5.0,,,,,,,0,0,,5343.50,FLEX,5343.50,"[object Object],[object Object],[object Object]",3218.60,7076.76,20,42460.56
PO-56UKLX1,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-05,calc,2026-09-12,,2026-06-30,,,true,,FLEX-3986585,113039.9000,true,,false,113039.90,30.00,20.00,50.00,33911.97,22607.98,56519.95,0.00,33911.97,,,22607.98,,,,,,,0.00,73646.90,,SS26 top up,2026-04-24,2026-06-30,2026-12-04,,90,on_clearance,P56-UK-LX1,PO-56UKLX1,sea,FLEXPORT,FLEX-3986585,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-56UKLX1,56,56.0526,true,false,0,37,37,2026-09-09,1690829,true,1,,,false,true,true,true,21.2,,,,,,,0,0,,5733.10,FLEX,5733.10,"[object Object],[object Object],[object Object]",13564.79,26467.56,20,158805.35
PO-56UKLX2,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-05,calc,2026-09-12,,2026-06-30,,,true,,,114244.3800,true,,false,114244.38,30.00,20.00,50.00,34273.31,22848.88,57122.19,0.00,34273.31,,,22848.88,,,,,,,0.00,73646.90,,AW26 bulk,2026-04-24,2026-06-30,2026-12-04,,90,on_clearance,P56-UK-LX1,PO-56UKLX2,sea,FLEXPORT,FLEX-4000637,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-56UKLX2,56,56.0526,true,false,0,49,49,2026-09-11,1690830,true,0,,,false,true,true,true,21.4,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",13709.33,25590.74,20,153544.45
PO-56UKLX3-AIR,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-05,calc,2026-09-12,,2026-06-30,,,false,,,1054.0800,true,,false,1054.08,30.00,20.00,50.00,316.22,210.82,527.04,0.00,316.22,,,210.82,,,,,,,0.00,73646.90,,brightside picnic blankets replacement stock from the US shipment,2026-04-24,2026-06-30,2026-12-04,,90,on_clearance,P56-UK-LX1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,UK ILG,PO-56UKLX3-AIR,56,56.0526,true,false,1,0,1,,,false,0,,,false,false,true,true,0.2,,,,,,,0,0,,,,,,0.00,0.00,,1054.08
PO-56UKLX3-BUNDLE,Lixin,PRODUCTION,in_progress,,2026-06-01,2026-07-31,M,2026-08-07,calc,2026-10-06,calc,2026-10-13,,2026-07-31,,,false,,,21785.2400,true,,false,21785.24,30.00,20.00,50.00,6535.57,4357.05,10892.62,0.00,6535.57,,,4357.05,,,,,,,0.00,73646.90,,NEXT,2026-06-01,2026-07-31,2027-01-04,,90,on_clearance,P56-UK-LX1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK B2B NEXT,PO-56UKLX3-BUNDLE,56,56.0526,true,false,4,0,4,,,false,0,,,false,true,false,true,1.8,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",2614.23,4879.89,20,29279.36
PO-56UKLX4-BUNDLE,Lixin,PRODUCTION,in_progress,,2026-06-01,2026-07-31,M,2026-08-07,calc,2026-10-06,calc,2026-10-13,,2026-07-31,,,false,,,30496.0000,true,,false,30496.00,30.00,20.00,50.00,9148.80,6099.20,15248.00,0.00,9148.80,,,6099.20,,,,,,,0.00,73646.90,,Glow Getaway Stock - extra stock,2026-06-01,2026-07-31,2027-01-04,,90,on_clearance,P56-UK-LX1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-56UKLX4-BUNDLE,56,56.0526,true,false,2,0,2,,,false,0,,,false,true,false,true,0.8,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",3659.52,6831.10,20,40986.62
PO-56UKMQ1,MQ Print (Sherry),PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-05,calc,2026-09-12,,2026-06-30,,,false,,,6764.7800,true,,false,6764.78,50.00,0,50.00,0.00,0,6764.78,0.00,3382.39,,,0,,,,,,,0.00,0.00,,,2026-04-24,,2026-07-07,,0,on_shipment,NO DEPOSIT,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-56UKMQ1,56,56.0526,true,false,5,0,5,,,false,0,,,false,true,true,true,6.0,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,1352.96,20,8117.74
PO-56UKWK1,Weireken,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-09-05,calc,2026-09-12,,2026-06-30,,,false,,,21376.4800,true,,false,21376.48,30.00,0,70.00,6412.94,0,14963.54,0.00,6412.94,,,0,,,,,,,0.00,11709.76,,,2026-04-24,,2026-08-06,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-56UKWK1,56,56.0526,true,false,0,8,8,2026-08-28,1690831,true,1,,,false,true,false,true,3.6,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",2565.18,4788.33,20,28729.99
PO-56UKWK4-BUNDLE,Weireken,PRODUCTION,in_progress,,2026-05-27,2026-07-26,M,2026-08-02,calc,,,,,2026-07-26,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,11709.76,,Glow Getaway Stock to be sent to Lixin,,,2026-08-02,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Manufacturing,PO-56UKWK4-BUNDLE,56,56.0526,true,false,0,0,0,,,false,0,,,,false,false,true,,,,,,,,0,0,,,,,,0.00,0.00,,0.00
PO-56UKXR1,XR Textile,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-06-18,FLEX,2026-08-03,FLEX,2026-08-10,,2026-06-30,,,true,,FLEX-3952919,119268.1800,true,119268.18,true,119268.18,30.00,20.00,50.00,23853.64,35780.45,59634.09,0.00,35780.45,23853.64,2026-06-19,35780.45,35780.45,,,,,,11926.81,33506.23,,SS26 top up,2026-04-24,2026-06-30,2026-09-27,2026-09-27,60,on_clearance,P56-UK-XR1,PO-56UKXR1,sea,FLEXPORT,FLEX-3952919,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-56UKXR1,56,56.0526,true,false,0,63,63,2026-08-14,1690832,true,1,,,false,true,false,true,22.0,,,,,,,0,0,,7705.78,FLEX,7705.78,"[object Object],[object Object],[object Object]",14312.18,28257.23,20,169543.37
PO-56UKXR3-BUNDLE,XR Textile,PRODUCTION,in_progress,,2026-05-18,2026-06-27,M,2026-07-04,calc,2026-07-04,calc,2026-07-11,,2026-06-27,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,8686.66,,Glow Getaway Stock PO,,,2026-07-04,,60,on_clearance,P56-UK-XR2,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,Direct to Client,PO-56UKXR3-BUNDLE,56,56.0526,true,false,0,0,0,,,false,0,,,true,true,false,true,,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,20,0.00
PO-56USLX1,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-08-04,calc,2026-08-11,,2026-06-30,,,false,,,16987.1000,true,,false,16987.10,30.00,20.00,50.00,5096.13,3397.42,8493.55,0.00,5096.13,,,3397.42,,,,,,,0.00,73646.90,,SS26 top up,2026-04-24,2026-06-30,2026-11-02,,90,on_clearance,P56-UK-LX1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-56USLX1,56,56.0526,true,false,0,13,13,2026-08-26,1690822,true,1,,,false,true,true,true,3.1,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",1528.84,0.00,0,18515.94
PO-56USLX2,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-08-04,calc,2026-08-11,,2026-06-30,,,true,,,21172.0000,true,,false,21172.00,30.00,20.00,50.00,6351.60,4234.40,10586.00,0.00,6351.60,,,4234.40,,,,,,,0.00,73646.90,,AW26 bulk. Includes Dillards qtys,2026-04-24,2026-06-30,2026-11-02,,90,on_clearance,P56-UK-LX1,PO-56USLX2,sea,FLEXPORT,FLEX-4000625,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-56USLX2,56,56.0526,true,false,0,39,39,2026-08-18,1690823,true,1,,,false,true,true,true,3.7,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",1905.48,0.00,0,23077.48
PO-56USLX3-BUNDLE,Lixin,PRODUCTION,in_progress,,2026-06-01,2026-07-31,M,2026-08-07,calc,2026-09-04,calc,2026-09-11,,2026-07-31,,,false,,,36537.0800,true,,false,36537.08,30.00,20.00,50.00,10961.12,7307.42,18268.54,0.00,10961.12,,,7307.42,,,,,,,0.00,73646.90,,Glow Getaway Stock,2026-06-01,2026-07-31,2026-12-03,,90,on_clearance,P56-UK-LX1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-56USLX3-BUNDLE,56,56.0526,true,false,4,0,4,,,false,0,,,false,true,false,true,1.6,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",3288.34,0.00,0,39825.42
PO-56USWK1,Weireken,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-08-04,calc,2026-08-11,,2026-06-30,,,false,,,6033.2000,true,,false,6033.20,30.00,0,70.00,1809.96,0,4223.24,0.00,1809.96,,,0,,,,,,,0.00,11709.76,,,2026-04-24,,2026-08-06,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-56USWK1,56,56.0526,true,false,0,5,5,2026-08-26,1690825,true,1,,,false,true,false,true,1.6,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",542.99,0.00,0,6576.19
PO-56USWK4-BUNDLE,Weireken,PRODUCTION,in_progress,,2026-05-27,2026-07-26,M,2026-08-02,calc,,,,,2026-07-26,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,11709.76,,Glow Getaway Stock to be sent to Lixin,,,2026-08-02,,30,on_shipment,P56-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Manufacturing,PO-56USWK4-BUNDLE,56,56.0526,true,false,0,0,0,,,false,0,,,,false,false,true,,,,,,,,0,0,,,,,,0.00,0.00,,0.00
PO-56USXR3-BUNDLE,XR Textile,PRODUCTION,in_progress,,2026-05-18,2026-06-27,M,2026-07-04,calc,,,,,2026-06-27,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,8686.66,,Glow Getaway Stock PO,,,2026-07-04,,60,on_clearance,P56-UK-XR2,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,Manufacturing,PO-56USXR3-BUNDLE,56,56.0526,true,false,0,0,0,,,false,0,,,,false,false,true,,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,0,0.00
PO-56XR-BUNDLE,XR Textile,PRODUCTION,in_progress,,2026-06-01,2026-07-31,M,2026-08-07,calc,,,,,2026-07-31,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,8686.66,,Glow Getaway Stock to be sent to Rebecca,,,2026-08-07,,60,on_clearance,P56-UK-XR2,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Manufacturing,PO-56XR-BUNDLE,56,56.0526,true,false,0,0,0,,,false,0,,,,false,false,true,,,,,,,,0,0,,,,,,0.00,0.00,,0.00
PO-57AUBL1,Ballast,PRODUCTION,in_progress,Planned,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-10-04,calc,2026-10-11,,2026-08-30,,,true,,,12780.0000,true,,false,12780.00,30.00,35.00,35.00,3834.00,4473.00,4473.00,0.00,3834.00,,,4473.00,,,,,,,0.00,,,SS27,2026-07-01,2026-08-30,2026-11-05,,60,on_shipment,,PO-57AUBL1,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,AU,M,AU,AU Coghlans,PO-57AUBL1,57,57.0626,true,false,4,0,4,,,false,0,ready_to_ship,16,false,false,true,true,0.6,,,,,,2026-07-15,0,0,,,,,"[object Object],[object Object],[object Object]",414.00,1319.40,10,14513.40
PO-57AULX1,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-10-04,calc,2026-10-11,,2026-08-30,,,false,,,137163.5600,true,,false,137163.56,30.00,20.00,50.00,41149.07,27432.71,68581.78,0.00,41149.07,,,27432.71,,,,,,,0.00,,,"Ship early Sept

SS27 mini bulk",2026-07-01,2026-08-30,2027-01-02,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,AU,M,AU,AU Coghlans,PO-57AULX1,57,57.0626,true,false,110,0,110,,,false,0,,,false,true,true,true,12.6,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",567.88,13773.14,10,151504.58
PO-57AULX4,Lixin,PRODUCTION,in_progress,,2026-06-18,2026-07-28,M,2026-08-04,calc,2026-09-01,calc,2026-09-08,,2026-07-28,,,false,,,14376.2600,true,,false,14376.26,30.00,20.00,50.00,4312.88,2875.25,7188.13,0.00,4312.88,,,2875.25,,,,,,,0.00,,,,2026-06-18,2026-07-28,2026-11-30,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,AU,M,AU,AU Coghlans,PO-57AULX4,57,57.0626,true,false,26,0,26,,,false,0,,,false,true,true,true,2.8,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",718.81,1509.51,10,16604.58
PO-57AUWK1,Weireken,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-10-04,calc,2026-10-11,,2026-08-30,,,false,,,,false,,false,0.00,0,0,100,0.00,,,0.00,0.00,,,0,,,,,,,0.00,0.00,,SS27 mini bulk,,,2026-09-06,,30,on_shipment,P57-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,AU,M,AU,AU Coghlans,PO-57AUWK1,57,57.0626,true,false,0,0,0,,,false,0,,,false,true,false,true,,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,10,0.00
PO-57AUXR1,XR Textile,PRODUCTION,in_progress,Planned,2026-06-12,2026-07-27,M,2026-08-03,calc,2026-08-31,calc,2026-09-07,,2026-07-27,,,true,,,34659.1000,true,,false,34659.10,30.00,20.00,50.00,10397.73,6931.82,17329.55,0.00,10397.73,,,6931.82,,,,,,,0.00,,,,2026-06-12,2026-07-27,2026-10-30,,60,on_clearance,,PO-57AUXR1,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,AU,M,AU,AU Coghlans,PO-57AUXR1,57,57.0626,true,false,50,0,50,,,false,0,,,false,false,true,true,5.3,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",1472.38,3613.15,10,39744.62
PO-57BALLAST,Ballast,PRODUCTION,in_progress,,2026-07-01,2026-07-23,M,2026-07-30,calc,2026-07-30,calc,2026-08-06,,2026-07-23,,,false,,,20280.0000,true,,false,20280.00,30.00,35.00,35.00,6084.00,7098.00,7098.00,0.00,6084.00,,,7098.00,,,,,,,0.00,,,SS27 Spare stock,2026-07-01,2026-07-23,2026-09-28,,60,on_shipment,,,,,,,,,,,,2026-07-08,preview (acting as Ballast),,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-57BALLAST,57,57.0626,true,false,4,0,4,,,false,0,in_production,16,false,false,true,true,1.0,,,,,,,0,0,,,,,,0.00,0.00,,20280.00
PO-57EUBL1,Ballast,PRODUCTION,in_progress,Planned,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-15,calc,2026-11-22,,2026-08-30,,,true,,,12780.0000,true,,false,12780.00,30.00,35.00,35.00,3834.00,4473.00,4473.00,0.00,3834.00,,,4473.00,,,,,,,0.00,,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-07-01,2026-08-30,2026-11-05,,60,on_shipment,,PO-57EUBL1,,DHL,DHLtest1235,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-57EUBL1,57,57.0626,true,false,4,0,4,,,false,0,,,false,false,true,true,0.6,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",993.60,2754.72,20,16528.32
PO-57EULX1,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-15,calc,2026-11-22,,2026-08-30,,,false,,,120154.9600,true,,false,120154.96,30.00,20.00,50.00,36046.49,24030.99,60077.48,0.00,36046.49,,,24030.99,,,,,,,0.00,,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-07-01,2026-08-30,2027-02-13,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-57EULX1,57,57.0626,true,false,110,0,110,,,false,0,,,false,true,true,true,20.3,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",2697.48,24570.49,20,147422.93
PO-57EULX4,Lixin,PRODUCTION,in_progress,,2026-06-18,2026-07-28,M,2026-08-04,calc,2026-10-13,calc,2026-10-20,,2026-07-28,,,false,,,725.3000,true,,false,725.30,30.00,20.00,50.00,217.59,145.06,362.65,0.00,217.59,,,145.06,,,,,,,0.00,,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-06-18,2026-07-28,2027-01-11,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-57EULX4,57,57.0626,true,false,0,7,7,2026-10-13,1760708,true,1,,,false,true,true,true,0.2,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",87.04,162.47,20,974.80
PO-57EUWK1,Weireken,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-15,calc,2026-11-22,,2026-08-30,,,false,,,5140.000,true,,false,5140.00,30.00,0,70.00,0.00,0,5140.00,0.00,1542.00,,,0,,,,,,,0.00,0.00,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-07-01,,2026-10-06,,30,on_shipment,P57-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-57EUWK1,57,57.0626,true,false,11,0,11,,,false,0,,,false,true,false,true,1.1,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,1028.00,20,6168.00
